id	window	forward_repeat_number	reverse_repeat_number	telomeric_repeat
23	1230000	0	10	AACCT
23	1240000	0	7	AACCT
23	1250000	2	10	AACCT
23	1260000	3	4	AACCT
23	1270000	0	6	AACCT
23	1280000	3	3	AACCT
23	1290000	2	11	AACCT
23	1300000	5	7	AACCT
23	1310000	4	9	AACCT
23	1320000	5	10	AACCT
23	1330000	7	9	AACCT
23	1340000	3	6	AACCT
23	1350000	1	0	AACCT
23	1360000	4	6	AACCT
23	1370000	2	11	AACCT
23	1380000	3	13	AACCT
23	1390000	2	16	AACCT
23	1400000	0	13	AACCT
23	1410000	3	10	AACCT
23	1420000	0	17	AACCT
23	1430000	0	16	AACCT
23	1440000	1	9	AACCT
23	1450000	5	10	AACCT
23	1460000	7	10	AACCT
23	1470000	4	6	AACCT
23	1480000	2	6	AACCT
23	1490000	1	16	AACCT
23	1500000	1	16	AACCT
23	1510000	0	17	AACCT
23	1520000	17	6	AACCT
23	1530000	28	10	AACCT
23	1540000	27	6	AACCT
23	1550000	30	7	AACCT
23	1560000	44	2	AACCT
23	1570000	44	3	AACCT
23	1580000	28	0	AACCT
23	1590000	24	0	AACCT
23	1600000	26	0	AACCT
23	1610000	37	4	AACCT
23	1620000	30	6	AACCT
23	1630000	46	2	AACCT
23	1640000	37	14	AACCT
23	1650000	14	2	AACCT
23	1660000	26	0	AACCT
23	1670000	40	1	AACCT
23	1680000	54	3	AACCT
23	1690000	33	4	AACCT
23	1700000	46	7	AACCT
23	1710000	35	5	AACCT
23	1720000	15	5	AACCT
23	1730000	11	2	AACCT
23	1740000	13	1	AACCT
23	1750000	15	1	AACCT
23	1760000	6	0	AACCT
23	1770000	4	0	AACCT
23	1780000	8	0	AACCT
23	1790000	10	3	AACCT
23	1800000	5	4	AACCT
23	1810000	4	6	AACCT
23	1820000	12	0	AACCT
23	1830000	19	0	AACCT
23	1840000	18	3	AACCT
23	1850000	13	6	AACCT
23	1860000	15	5	AACCT
23	1870000	13	0	AACCT
23	1880000	11	0	AACCT
23	1890000	11	0	AACCT
23	1900000	15	0	AACCT
23	1910000	9	2	AACCT
23	1920000	8	0	AACCT
23	1930000	10	2	AACCT
23	1940000	7	1	AACCT
23	1950000	2	3	AACCT
23	1960000	3	2	AACCT
23	1970000	10	1	AACCT
23	1980000	3	0	AACCT
23	1990000	16	0	AACCT
23	2000000	11	0	AACCT
23	2010000	18	0	AACCT
23	2020000	8	0	AACCT
23	2030000	22	0	AACCT
23	2040000	13	0	AACCT
23	2050000	20	0	AACCT
23	2060000	16	0	AACCT
23	2070000	19	0	AACCT
23	2080000	19	0	AACCT
23	2090000	19	1	AACCT
23	2100000	14	0	AACCT
23	2110000	13	0	AACCT
23	2120000	10	0	AACCT
23	2130000	10	0	AACCT
23	2140000	12	0	AACCT
23	2150000	14	0	AACCT
23	2160000	20	0	AACCT
23	2170000	18	0	AACCT
23	2180000	16	0	AACCT
23	2190000	17	0	AACCT
23	2200000	15	0	AACCT
23	2210000	18	0	AACCT
23	2220000	20	0	AACCT
23	2230000	19	2	AACCT
23	2240000	21	2	AACCT
23	2250000	24	0	AACCT
23	2260000	18	0	AACCT
23	2270000	19	2	AACCT
23	2280000	16	1	AACCT
23	2290000	6	0	AACCT
23	2300000	4	0	AACCT
23	2310000	7	2	AACCT
23	2320000	21	0	AACCT
23	2330000	19	0	AACCT
23	2340000	4	0	AACCT
23	2350000	2	0	AACCT
23	2360000	11	0	AACCT
23	2370000	18	0	AACCT
23	2380000	3	1	AACCT
23	2390000	6	0	AACCT
23	2400000	15	2	AACCT
23	2410000	13	2	AACCT
23	2420000	8	0	AACCT
23	2430000	7	0	AACCT
23	2440000	14	1	AACCT
23	2450000	6	0	AACCT
23	2460000	4	0	AACCT
23	2470000	2	0	AACCT
23	2480000	4	0	AACCT
23	2490000	7	1	AACCT
23	2500000	12	0	AACCT
23	2510000	15	1	AACCT
23	2520000	3	0	AACCT
23	2530000	1	0	AACCT
23	2540000	5	1	AACCT
23	2550000	8	0	AACCT
23	2560000	6	0	AACCT
23	2570000	3	0	AACCT
23	2580000	0	1	AACCT
23	2590000	0	2	AACCT
23	2600000	2	2	AACCT
23	2610000	9	0	AACCT
23	2620000	9	0	AACCT
23	2630000	9	0	AACCT
23	2640000	3	1	AACCT
23	2650000	2	0	AACCT
23	2660000	1	0	AACCT
23	2670000	2	0	AACCT
23	2680000	5	0	AACCT
23	2690000	6	0	AACCT
23	2700000	1	0	AACCT
23	2710000	4	2	AACCT
23	2720000	4	0	AACCT
23	2730000	0	0	AACCT
23	2740000	0	1	AACCT
23	2750000	4	2	AACCT
23	2760000	2	1	AACCT
23	2770000	4	0	AACCT
23	2780000	3	0	AACCT
23	2790000	5	0	AACCT
23	2800000	3	1	AACCT
23	2810000	7	1	AACCT
23	2820000	4	2	AACCT
23	2830000	2	4	AACCT
23	2840000	8	0	AACCT
23	2850000	12	0	AACCT
23	2860000	9	0	AACCT
23	2870000	12	0	AACCT
23	2880000	16	0	AACCT
23	2890000	11	0	AACCT
23	2900000	8	0	AACCT
23	2910000	15	0	AACCT
23	2920000	16	4	AACCT
23	2930000	15	6	AACCT
23	2940000	13	3	AACCT
23	2950000	11	1	AACCT
23	2960000	8	0	AACCT
23	2970000	7	0	AACCT
23	2980000	10	3	AACCT
23	2990000	5	1	AACCT
23	3000000	10	3	AACCT
23	3010000	7	0	AACCT
23	3020000	12	2	AACCT
23	3030000	11	3	AACCT
23	3040000	10	4	AACCT
23	3050000	8	1	AACCT
23	3060000	18	0	AACCT
23	3070000	12	0	AACCT
23	3080000	6	3	AACCT
23	3090000	13	0	AACCT
23	3100000	14	3	AACCT
23	3110000	19	2	AACCT
23	3120000	21	0	AACCT
23	3130000	13	0	AACCT
23	3140000	3	1	AACCT
23	3150000	1	1	AACCT
23	3160000	2	1	AACCT
23	3170000	4	0	AACCT
23	3180000	0	2	AACCT
23	3190000	0	1	AACCT
23	3200000	14	0	AACCT
23	3210000	16	1	AACCT
23	3220000	7	3	AACCT
23	3230000	10	0	AACCT
23	3240000	11	5	AACCT
23	3250000	10	6	AACCT
23	3260000	14	6	AACCT
23	3270000	9	4	AACCT
23	3280000	5	5	AACCT
23	3290000	5	3	AACCT
23	3300000	8	5	AACCT
23	3310000	5	4	AACCT
23	3320000	6	0	AACCT
23	3330000	15	0	AACCT
23	3340000	19	0	AACCT
23	3350000	13	0	AACCT
23	3360000	26	2	AACCT
23	3370000	27	15	AACCT
23	3380000	32	12	AACCT
23	3390000	19	16	AACCT
23	3400000	23	17	AACCT
23	3410000	24	17	AACCT
23	3420000	19	12	AACCT
23	3430000	27	4	AACCT
23	3440000	21	5	AACCT
23	3450000	17	6	AACCT
23	3460000	15	8	AACCT
23	3470000	2	3	AACCT
23	3480000	12	6	AACCT
23	3490000	14	2	AACCT
23	3500000	10	0	AACCT
23	3510000	5	10	AACCT
23	3520000	15	2	AACCT
23	3530000	12	2	AACCT
23	3540000	2	3	AACCT
23	3550000	4	8	AACCT
23	3560000	0	10	AACCT
23	3570000	1	9	AACCT
23	3580000	0	1	AACCT
23	3590000	0	2	AACCT
23	3600000	0	5	AACCT
23	3610000	1	4	AACCT
23	3620000	0	5	AACCT
23	3630000	0	11	AACCT
23	3640000	1	12	AACCT
23	3650000	5	4	AACCT
23	3660000	4	3	AACCT
23	3670000	0	2	AACCT
23	3680000	3	7	AACCT
23	3690000	3	5	AACCT
23	3700000	10	4	AACCT
23	3710000	3	14	AACCT
23	3720000	6	9	AACCT
23	3730000	8	7	AACCT
23	3740000	6	8	AACCT
23	3750000	12	7	AACCT
23	3760000	8	2	AACCT
23	3770000	13	7	AACCT
23	3780000	1	5	AACCT
23	3790000	3	10	AACCT
23	3800000	4	2	AACCT
23	3810000	11	6	AACCT
23	3820000	6	7	AACCT
23	3830000	4	2	AACCT
23	3840000	4	7	AACCT
23	3850000	6	5	AACCT
23	3860000	3	6	AACCT
23	3870000	8	10	AACCT
23	3880000	3	7	AACCT
23	3890000	8	6	AACCT
23	3900000	12	1	AACCT
23	3910000	7	9	AACCT
23	3920000	7	9	AACCT
23	3930000	4	8	AACCT
23	3940000	5	4	AACCT
23	3950000	8	13	AACCT
23	3960000	6	7	AACCT
23	3970000	3	4	AACCT
23	3980000	6	4	AACCT
23	3990000	9	6	AACCT
23	4000000	9	9	AACCT
23	4010000	5	11	AACCT
23	4020000	4	6	AACCT
23	4030000	9	4	AACCT
23	4040000	6	13	AACCT
23	4050000	6	2	AACCT
23	4060000	6	6	AACCT
23	4070000	7	7	AACCT
23	4080000	2	6	AACCT
23	4090000	14	10	AACCT
23	4100000	10	2	AACCT
23	4110000	7	7	AACCT
23	4120000	11	8	AACCT
23	4130000	13	9	AACCT
23	4140000	5	2	AACCT
23	4150000	11	7	AACCT
23	4160000	5	8	AACCT
23	4170000	1	6	AACCT
23	4180000	6	5	AACCT
23	4190000	8	7	AACCT
23	4200000	6	4	AACCT
23	4210000	8	8	AACCT
23	4220000	9	3	AACCT
23	4230000	7	7	AACCT
23	4240000	11	9	AACCT
23	4250000	6	16	AACCT
23	4260000	6	13	AACCT
23	4270000	2	8	AACCT
23	4280000	7	9	AACCT
23	4290000	9	13	AACCT
23	4300000	6	9	AACCT
23	4310000	9	7	AACCT
23	4320000	5	12	AACCT
23	4330000	5	7	AACCT
23	4340000	6	10	AACCT
23	4350000	6	6	AACCT
23	4360000	6	6	AACCT
23	4370000	9	4	AACCT
23	4380000	2	9	AACCT
23	4390000	2	10	AACCT
23	4400000	8	7	AACCT
23	4410000	3	5	AACCT
23	4420000	7	4	AACCT
23	4430000	8	10	AACCT
23	4440000	8	4	AACCT
23	4450000	9	10	AACCT
23	4460000	10	7	AACCT
23	4470000	7	8	AACCT
23	4480000	3	3	AACCT
23	4490000	10	9	AACCT
23	4500000	10	8	AACCT
23	4510000	5	6	AACCT
23	4520000	7	4	AACCT
23	4530000	14	5	AACCT
23	4540000	9	8	AACCT
23	4550000	6	0	AACCT
23	4560000	9	9	AACCT
23	4570000	6	11	AACCT
23	4580000	8	5	AACCT
23	4590000	6	12	AACCT
23	4600000	4	8	AACCT
23	4610000	10	6	AACCT
23	4620000	6	10	AACCT
23	4630000	8	6	AACCT
23	4640000	5	2	AACCT
23	4650000	9	4	AACCT
23	4660000	5	7	AACCT
23	4670000	13	6	AACCT
23	4680000	3	4	AACCT
23	4690000	5	12	AACCT
23	4700000	1	10	AACCT
23	4710000	7	5	AACCT
23	4720000	7	11	AACCT
23	4730000	7	14	AACCT
23	4740000	13	6	AACCT
23	4750000	9	8	AACCT
23	4760000	6	3	AACCT
23	4770000	5	10	AACCT
23	4780000	6	15	AACCT
23	4790000	4	5	AACCT
23	4800000	7	11	AACCT
23	4810000	15	9	AACCT
23	4820000	2	8	AACCT
23	4830000	7	11	AACCT
23	4840000	5	5	AACCT
23	4850000	9	14	AACCT
23	4860000	8	12	AACCT
23	4870000	10	5	AACCT
23	4880000	4	6	AACCT
23	4890000	4	5	AACCT
23	4900000	11	11	AACCT
23	4910000	6	7	AACCT
23	4920000	6	5	AACCT
23	4930000	7	4	AACCT
23	4940000	8	5	AACCT
23	4950000	9	7	AACCT
23	4960000	5	14	AACCT
23	4970000	6	9	AACCT
23	4980000	7	8	AACCT
23	4990000	5	10	AACCT
23	5000000	8	6	AACCT
23	5010000	5	6	AACCT
23	5020000	3	6	AACCT
23	5030000	6	7	AACCT
23	5040000	4	5	AACCT
23	5050000	7	7	AACCT
23	5060000	3	11	AACCT
23	5070000	5	5	AACCT
23	5080000	3	5	AACCT
23	5090000	7	6	AACCT
23	5100000	6	9	AACCT
23	5110000	7	6	AACCT
23	5120000	7	8	AACCT
23	5130000	8	11	AACCT
23	5140000	10	3	AACCT
23	5150000	9	10	AACCT
23	5160000	6	4	AACCT
23	5170000	5	9	AACCT
23	5180000	9	7	AACCT
23	5190000	9	5	AACCT
23	5200000	10	11	AACCT
23	5210000	13	7	AACCT
23	5220000	7	11	AACCT
23	5230000	4	7	AACCT
23	5240000	7	5	AACCT
23	5250000	6	8	AACCT
23	5260000	3	7	AACCT
23	5270000	3	3	AACCT
23	5280000	4	9	AACCT
23	5290000	9	6	AACCT
23	5300000	8	9	AACCT
23	5310000	9	6	AACCT
23	5320000	7	8	AACCT
23	5330000	11	6	AACCT
23	5340000	4	4	AACCT
23	5350000	8	12	AACCT
23	5360000	9	11	AACCT
23	5370000	4	4	AACCT
23	5380000	9	7	AACCT
23	5390000	5	2	AACCT
23	5400000	3	5	AACCT
23	5410000	9	6	AACCT
23	5420000	8	6	AACCT
23	5430000	14	1	AACCT
23	5440000	4	3	AACCT
23	5450000	3	8	AACCT
23	5460000	3	9	AACCT
23	5470000	8	3	AACCT
23	5480000	7	8	AACCT
23	5490000	7	6	AACCT
23	5500000	7	8	AACCT
23	5510000	11	1	AACCT
23	5520000	6	11	AACCT
23	5530000	5	5	AACCT
23	5540000	8	4	AACCT
23	5550000	6	8	AACCT
23	5560000	9	9	AACCT
23	5570000	7	6	AACCT
23	5580000	10	11	AACCT
23	5590000	2	5	AACCT
23	5600000	4	9	AACCT
23	5610000	13	4	AACCT
23	5620000	8	6	AACCT
23	5630000	10	8	AACCT
23	5640000	6	7	AACCT
23	5650000	3	9	AACCT
23	5660000	11	6	AACCT
23	5670000	7	3	AACCT
23	5680000	8	4	AACCT
23	5690000	5	9	AACCT
23	5700000	4	12	AACCT
23	5710000	3	2	AACCT
23	5720000	7	7	AACCT
23	5730000	4	6	AACCT
23	5740000	9	7	AACCT
23	5750000	10	5	AACCT
23	5760000	3	10	AACCT
23	5770000	13	8	AACCT
23	5780000	9	4	AACCT
23	5790000	4	6	AACCT
23	5800000	8	10	AACCT
23	5810000	10	8	AACCT
23	5820000	5	5	AACCT
23	5830000	6	6	AACCT
23	5840000	8	5	AACCT
23	5850000	8	5	AACCT
23	5860000	5	6	AACCT
23	5870000	8	5	AACCT
23	5880000	8	7	AACCT
23	5890000	8	3	AACCT
23	5900000	3	9	AACCT
23	5910000	5	5	AACCT
23	5920000	7	6	AACCT
23	5930000	13	7	AACCT
23	5940000	4	7	AACCT
23	5950000	7	7	AACCT
23	5960000	6	8	AACCT
23	5970000	7	11	AACCT
23	5980000	9	1	AACCT
23	5990000	3	8	AACCT
23	6000000	6	7	AACCT
23	6010000	3	11	AACCT
23	6020000	4	8	AACCT
23	6030000	5	8	AACCT
23	6040000	6	6	AACCT
23	6050000	6	14	AACCT
23	6060000	7	10	AACCT
23	6070000	3	9	AACCT
23	6080000	5	2	AACCT
23	6090000	5	7	AACCT
23	6100000	10	10	AACCT
23	6110000	9	9	AACCT
23	6120000	7	10	AACCT
23	6130000	15	6	AACCT
23	6140000	2	7	AACCT
23	6150000	5	10	AACCT
23	6160000	11	8	AACCT
23	6170000	7	8	AACCT
23	6180000	7	7	AACCT
23	6190000	3	2	AACCT
23	6200000	6	7	AACCT
23	6210000	7	6	AACCT
23	6220000	7	14	AACCT
23	6230000	2	3	AACCT
23	6240000	5	9	AACCT
23	6250000	8	6	AACCT
23	6260000	10	5	AACCT
23	6270000	7	8	AACCT
23	6280000	9	6	AACCT
23	6290000	7	10	AACCT
23	6300000	7	3	AACCT
23	6310000	12	5	AACCT
23	6320000	10	4	AACCT
23	6330000	5	4	AACCT
23	6340000	6	7	AACCT
23	6350000	5	5	AACCT
23	6360000	3	10	AACCT
23	6370000	6	2	AACCT
23	6380000	3	4	AACCT
23	6390000	6	5	AACCT
23	6400000	11	8	AACCT
23	6410000	6	10	AACCT
23	6420000	4	11	AACCT
23	6430000	6	6	AACCT
23	6440000	8	7	AACCT
23	6450000	8	12	AACCT
23	6460000	5	7	AACCT
23	6470000	5	10	AACCT
23	6480000	4	8	AACCT
23	6490000	7	5	AACCT
23	6500000	8	11	AACCT
23	6510000	3	8	AACCT
23	6520000	7	7	AACCT
23	6530000	12	10	AACCT
23	6540000	7	5	AACCT
23	6550000	6	5	AACCT
23	6560000	6	6	AACCT
23	6570000	4	9	AACCT
23	6580000	6	7	AACCT
23	6590000	6	5	AACCT
23	6600000	10	7	AACCT
23	6610000	4	7	AACCT
23	6620000	8	11	AACCT
23	6630000	5	8	AACCT
23	6640000	7	7	AACCT
23	6650000	8	7	AACCT
23	6660000	5	4	AACCT
23	6670000	9	6	AACCT
23	6680000	6	6	AACCT
23	6690000	5	8	AACCT
23	6700000	5	7	AACCT
23	6710000	6	6	AACCT
23	6720000	6	15	AACCT
23	6730000	2	7	AACCT
23	6740000	3	5	AACCT
23	6750000	7	8	AACCT
23	6760000	8	10	AACCT
23	6770000	3	6	AACCT
23	6780000	9	7	AACCT
23	6790000	10	8	AACCT
23	6800000	12	7	AACCT
23	6810000	5	5	AACCT
23	6820000	4	7	AACCT
23	6830000	6	6	AACCT
23	6840000	6	2	AACCT
23	6850000	9	8	AACCT
23	6860000	2	4	AACCT
23	6870000	9	3	AACCT
23	6880000	6	7	AACCT
23	6890000	7	12	AACCT
23	6900000	5	5	AACCT
23	6910000	8	8	AACCT
23	6920000	2	5	AACCT
23	6930000	5	6	AACCT
23	6940000	5	7	AACCT
23	6950000	2	8	AACCT
23	6960000	5	3	AACCT
23	6970000	3	11	AACCT
23	6980000	7	7	AACCT
23	6990000	6	7	AACCT
23	7000000	7	13	AACCT
23	7010000	3	7	AACCT
23	7020000	1	3	AACCT
23	7030000	7	7	AACCT
23	7040000	7	8	AACCT
23	7050000	7	8	AACCT
23	7060000	8	9	AACCT
23	7070000	5	9	AACCT
23	7080000	7	7	AACCT
23	7090000	8	4	AACCT
23	7100000	9	6	AACCT
23	7110000	2	2	AACCT
23	7120000	5	5	AACCT
23	7130000	6	10	AACCT
23	7140000	8	6	AACCT
23	7150000	8	8	AACCT
23	7160000	7	6	AACCT
23	7170000	5	12	AACCT
23	7180000	5	10	AACCT
23	7190000	3	4	AACCT
23	7200000	5	7	AACCT
23	7210000	6	4	AACCT
23	7220000	4	6	AACCT
23	7230000	7	8	AACCT
23	7240000	4	9	AACCT
23	7250000	8	5	AACCT
23	7260000	8	7	AACCT
23	7270000	10	3	AACCT
23	7280000	10	5	AACCT
23	7290000	7	4	AACCT
23	7300000	2	9	AACCT
23	7310000	13	7	AACCT
23	7320000	3	4	AACCT
23	7330000	6	6	AACCT
23	7340000	11	4	AACCT
23	7350000	6	9	AACCT
23	7360000	4	6	AACCT
23	7370000	8	11	AACCT
23	7380000	3	12	AACCT
23	7390000	2	4	AACCT
23	7400000	6	6	AACCT
23	7410000	7	7	AACCT
23	7420000	6	6	AACCT
23	7430000	5	9	AACCT
23	7440000	6	11	AACCT
23	7450000	7	11	AACCT
23	7460000	1	7	AACCT
23	7470000	7	10	AACCT
23	7480000	7	7	AACCT
23	7490000	3	9	AACCT
23	7500000	5	7	AACCT
23	7510000	9	9	AACCT
23	7520000	8	11	AACCT
23	7530000	5	7	AACCT
23	7540000	6	4	AACCT
23	7550000	3	6	AACCT
23	7560000	9	6	AACCT
23	7570000	11	5	AACCT
23	7580000	7	7	AACCT
23	7590000	10	5	AACCT
23	7600000	8	7	AACCT
23	7610000	5	7	AACCT
23	7620000	10	1	AACCT
23	7630000	10	4	AACCT
23	7640000	5	5	AACCT
23	7650000	5	6	AACCT
23	7660000	8	5	AACCT
23	7670000	2	9	AACCT
23	7680000	12	8	AACCT
23	7690000	4	8	AACCT
23	7700000	7	7	AACCT
23	7710000	5	10	AACCT
23	7720000	7	3	AACCT
23	7730000	7	7	AACCT
23	7740000	3	5	AACCT
23	7750000	8	8	AACCT
23	7760000	5	9	AACCT
23	7770000	5	8	AACCT
23	7780000	4	9	AACCT
23	7790000	5	6	AACCT
23	7800000	5	3	AACCT
23	7810000	6	4	AACCT
23	7820000	5	5	AACCT
23	7830000	9	9	AACCT
23	7840000	8	1	AACCT
23	7850000	4	9	AACCT
23	7860000	4	5	AACCT
23	7870000	6	5	AACCT
23	7880000	6	6	AACCT
23	7890000	2	4	AACCT
23	7900000	14	7	AACCT
23	7910000	5	6	AACCT
23	7920000	5	4	AACCT
23	7930000	3	9	AACCT
23	7940000	6	4	AACCT
23	7950000	6	5	AACCT
23	7960000	8	6	AACCT
23	7970000	7	4	AACCT
23	7980000	10	7	AACCT
23	7990000	8	8	AACCT
23	8000000	4	5	AACCT
23	8010000	5	5	AACCT
23	8020000	6	8	AACCT
23	8030000	8	5	AACCT
23	8040000	8	5	AACCT
23	8050000	13	6	AACCT
23	8060000	4	7	AACCT
23	8070000	7	4	AACCT
23	8080000	4	5	AACCT
23	8090000	12	3	AACCT
23	8100000	4	8	AACCT
23	8110000	6	314	AACCT
23	8110631	0	57	AACCT
24	10000	8	4	AACCT
24	20000	6	8	AACCT
24	30000	9	6	AACCT
24	40000	5	5	AACCT
24	50000	8	6	AACCT
24	60000	6	5	AACCT
24	70000	6	8	AACCT
24	80000	11	5	AACCT
24	90000	5	6	AACCT
24	100000	10	6	AACCT
24	110000	7	7	AACCT
24	120000	11	8	AACCT
24	130000	5	16	AACCT
24	140000	3	10	AACCT
24	150000	10	5	AACCT
24	160000	17	5	AACCT
24	170000	4	7	AACCT
24	180000	7	9	AACCT
24	190000	16	6	AACCT
24	200000	8	6	AACCT
24	210000	10	4	AACCT
24	220000	10	5	AACCT
24	230000	8	4	AACCT
24	240000	5	8	AACCT
24	250000	10	6	AACCT
24	260000	4	16	AACCT
24	270000	17	4	AACCT
24	280000	2	12	AACCT
24	290000	9	4	AACCT
24	300000	13	7	AACCT
24	310000	10	5	AACCT
24	320000	5	11	AACCT
24	330000	10	4	AACCT
24	340000	15	5	AACCT
24	350000	6	10	AACCT
24	360000	9	6	AACCT
24	370000	10	5	AACCT
24	380000	12	6	AACCT
24	390000	10	9	AACCT
24	400000	6	13	AACCT
24	410000	4	8	AACCT
24	420000	11	5	AACCT
24	430000	10	3	AACCT
24	440000	13	7	AACCT
24	450000	11	4	AACCT
24	460000	12	9	AACCT
24	470000	6	5	AACCT
24	480000	2	10	AACCT
24	490000	11	4	AACCT
24	500000	13	6	AACCT
24	510000	6	9	AACCT
24	520000	8	8	AACCT
24	530000	12	3	AACCT
24	540000	10	8	AACCT
24	550000	11	6	AACCT
24	560000	5	5	AACCT
24	570000	10	4	AACCT
24	580000	15	5	AACCT
24	590000	2	12	AACCT
24	600000	12	7	AACCT
24	610000	9	4	AACCT
24	620000	9	6	AACCT
24	630000	5	6	AACCT
24	640000	11	9	AACCT
24	650000	2	12	AACCT
24	660000	8	9	AACCT
24	670000	8	4	AACCT
24	680000	14	5	AACCT
24	690000	9	5	AACCT
24	700000	6	5	AACCT
24	710000	9	12	AACCT
24	720000	10	6	AACCT
24	730000	9	4	AACCT
24	740000	5	8	AACCT
24	750000	4	10	AACCT
24	760000	8	8	AACCT
24	770000	3	7	AACCT
24	780000	8	10	AACCT
24	790000	1	11	AACCT
24	800000	6	6	AACCT
24	810000	5	6	AACCT
24	820000	0	14	AACCT
24	830000	3	11	AACCT
24	840000	8	6	AACCT
24	850000	8	5	AACCT
24	860000	4	10	AACCT
24	870000	7	7	AACCT
24	880000	5	7	AACCT
24	890000	6	8	AACCT
24	900000	2	11	AACCT
24	910000	7	2	AACCT
24	920000	7	8	AACCT
24	930000	7	4	AACCT
24	940000	11	5	AACCT
24	950000	10	10	AACCT
24	960000	6	4	AACCT
24	970000	3	367	AACCT
24	980000	277	638	AACCT
24	990000	497	0	AACCT
24	1000000	3	2	AACCT
24	1010000	6	8	AACCT
24	1020000	4	4	AACCT
24	1030000	4	5	AACCT
24	1040000	2	8	AACCT
24	1050000	6	4	AACCT
24	1060000	10	5	AACCT
24	1070000	9	4	AACCT
24	1080000	9	13	AACCT
24	1090000	10	12	AACCT
24	1100000	10	5	AACCT
24	1110000	5	3	AACCT
24	1120000	6	1	AACCT
24	1130000	10	5	AACCT
24	1140000	8	10	AACCT
24	1150000	7	13	AACCT
24	1160000	3	10	AACCT
24	1170000	5	7	AACCT
24	1180000	7	4	AACCT
24	1190000	6	4	AACCT
24	1200000	8	3	AACCT
24	1210000	8	6	AACCT
24	1220000	5	4	AACCT
24	1230000	11	11	AACCT
24	1240000	10	6	AACCT
24	1250000	2	7	AACCT
24	1260000	2	5	AACCT
24	1270000	10	2	AACCT
24	1280000	2	5	AACCT
24	1290000	5	2	AACCT
24	1300000	10	10	AACCT
24	1310000	8	5	AACCT
24	1320000	2	6	AACCT
24	1330000	4	3	AACCT
24	1340000	12	4	AACCT
24	1350000	5	7	AACCT
24	1360000	8	6	AACCT
24	1370000	4	6	AACCT
24	1380000	10	6	AACCT
24	1390000	7	7	AACCT
24	1400000	7	6	AACCT
24	1410000	4	7	AACCT
24	1420000	8	7	AACCT
24	1430000	5	3	AACCT
24	1440000	5	7	AACCT
24	1450000	8	4	AACCT
24	1460000	3	5	AACCT
24	1470000	1	10	AACCT
24	1480000	5	7	AACCT
24	1490000	4	10	AACCT
24	1500000	5	9	AACCT
24	1510000	9	9	AACCT
24	1520000	8	6	AACCT
24	1530000	6	9	AACCT
24	1540000	3	9	AACCT
24	1550000	4	11	AACCT
24	1560000	4	6	AACCT
24	1570000	8	3	AACCT
24	1580000	9	7	AACCT
24	1590000	10	4	AACCT
24	1600000	9	4	AACCT
24	1610000	5	5	AACCT
24	1620000	10	15	AACCT
24	1630000	9	10	AACCT
24	1640000	8	5	AACCT
24	1650000	9	5	AACCT
24	1660000	9	7	AACCT
24	1670000	5	5	AACCT
24	1680000	11	7	AACCT
24	1690000	14	4	AACCT
24	1700000	3	13	AACCT
24	1710000	10	8	AACCT
24	1720000	10	10	AACCT
24	1730000	4	7	AACCT
24	1740000	4	7	AACCT
24	1750000	9	14	AACCT
24	1760000	5	9	AACCT
24	1770000	2	5	AACCT
24	1780000	5	6	AACCT
24	1790000	4	8	AACCT
24	1800000	2	7	AACCT
24	1810000	14	9	AACCT
24	1820000	4	4	AACCT
24	1830000	9	7	AACCT
24	1840000	5	5	AACCT
24	1850000	5	3	AACCT
24	1860000	6	5	AACCT
24	1870000	6	5	AACCT
24	1880000	6	5	AACCT
24	1890000	4	12	AACCT
24	1900000	5	6	AACCT
24	1910000	7	7	AACCT
24	1920000	3	6	AACCT
24	1930000	10	7	AACCT
24	1940000	4	4	AACCT
24	1950000	10	3	AACCT
24	1960000	3	8	AACCT
24	1970000	2	6	AACCT
24	1980000	5	12	AACCT
24	1990000	9	9	AACCT
24	2000000	6	9	AACCT
24	2010000	8	5	AACCT
24	2020000	3	8	AACCT
24	2030000	6	10	AACCT
24	2040000	9	4	AACCT
24	2050000	8	11	AACCT
24	2060000	8	6	AACCT
24	2070000	5	11	AACCT
24	2080000	9	12	AACCT
24	2090000	10	5	AACCT
24	2100000	8	3	AACCT
24	2110000	8	10	AACCT
24	2120000	7	3	AACCT
24	2130000	8	6	AACCT
24	2140000	7	4	AACCT
24	2150000	7	6	AACCT
24	2160000	4	5	AACCT
24	2170000	8	7	AACCT
24	2180000	7	5	AACCT
24	2190000	9	5	AACCT
24	2200000	11	15	AACCT
24	2210000	6	5	AACCT
24	2220000	6	8	AACCT
24	2230000	12	10	AACCT
24	2240000	7	6	AACCT
24	2250000	5	6	AACCT
24	2260000	7	8	AACCT
24	2270000	6	4	AACCT
24	2280000	4	6	AACCT
24	2290000	6	10	AACCT
24	2300000	7	7	AACCT
24	2310000	3	9	AACCT
24	2320000	5	8	AACCT
24	2330000	10	8	AACCT
24	2340000	2	6	AACCT
24	2350000	3	8	AACCT
24	2360000	5	7	AACCT
24	2370000	7	8	AACCT
24	2380000	3	5	AACCT
24	2390000	7	14	AACCT
24	2400000	6	9	AACCT
24	2410000	7	9	AACCT
24	2420000	8	4	AACCT
24	2430000	7	9	AACCT
24	2440000	8	5	AACCT
24	2450000	2	9	AACCT
24	2460000	3	13	AACCT
24	2470000	10	8	AACCT
